paper_id	Date	Title	Authors	Journal	Year	DOI
House_2018	26.02.2024	Disturbance reduces the differentiation of mycorrhizal fungal communities in grasslands along a precipitation gradient	House, G.L. and Bever, J.D.	Ecological Applications	2018	https://doi.org/10.1002/eap.1681
