id	paper_id	primers	longitude	latitude	continent	sample_type	marker_size	Biome	MAT	MAP	pH	year_of_sampling	plants_dominant	target_gene	sequencing_platform
4717	Davison_2018_1AQ	NS31/AML2	-61.7317	16.1783	Europe	root	2330	forest	23.5	1986	4.2	2011	Podocarpus coriaceus	SSU	454Roche
4718	Van-Geel_2015_2D2A	AMV4.5NF/AMDGR	4.08	50.77	Europe	root	6288	cropland	10.4	847	6.2	2012	Malus domestica	SSU	454Roche
4719	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2557	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4720	Hiiesalu_2014_B288	NS31/AML2	-104.37	50.47	North America	root	971	grassland	3.1	407	NA_	2008	Hesperostipa comata;Carex duriuscula;Bouteloua gracilis	SSU	454Roche
4721	Parvin_2021_1HR	AMV4.5NF/AMDGR	88.6647	25.8277	Asia	root	13576	cropland	24.8	1917	5.965	2019	Oryza sativa	SSU	Illumina
4722	Davison_2018_1AQ	NS31/AML2	-148.227	-15.1247	Australia	root	2337	cropland	27	1872	7.2	2014	Cocos nucifera	SSU	454Roche
4723	Van-Geel_2015_2D2A	AMV4.5NF/AMDGR	5.2	50.96	Europe	root	6725	cropland	10.5	789	6.5	2012	Malus domestica	SSU	454Roche
4724	Sheldrake_2017_1GS	NS31/AM1	-79.8434	9.11006	North America	root	1628	forest	26.1	2921	NA_	2012	Desmopsis panamensis	SSU	454Roche
4725	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2655	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4726	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	4001	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4727	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3290	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4728	Zheng_2014_28C3	GeoA2/NS4 then NS31/AML2	101.2	37.6167	Asia	soil	3182	grassland	-0.3	362	7.17	2011	Elymus nutans;Poa pratensis;Carex scabrirostris;Scirpus distigmaticus;Gentiana straminea;Gentiana farreri;Blysmus sinocompressus;Potentilla nivea	SSU	454Roche
4729	Davison_2015_1GM	NS31/AML2	-64.9244	-32.7561	South America	root	111	grassland	9.8	931	NA_	2007	Plantago argentina	SSU	454Roche
4730	Van-Geel_2015_2D2A	AMV4.5NF/AMDGR	4.08	50.78	Europe	root	7213	cropland	10.4	814	6.5	2012	Malus domestica	SSU	454Roche
4731	Davison_2015_1GM	NS31/AML2	34.7114	30.5933	Asia	root	288	desert	16.9	114	NA_	2009	Helianthemum sp.	SSU	454Roche
4732	Borrell_2017_20D4	NS1/NS4 then AMV4.5NF/AMDGR	-107.683	50.3	North America	root	2869	grassland	4	402	6.5	2012	Triticum aestivum 	SSU	454Roche
4733	Wall_2020_1HX	WANDA/AML2	-155.31	19.8326	North America	soil	6903	forest	14.2	3051	NA_	2017	Coprosma rhynchocarpa	SSU	Illumina
4734	Wall_2020_1HX	WANDA/AML2	-155.316	19.821	North America	soil	10694	forest	14	3042	NA_	2017	Acacia koa	SSU	Illumina
4735	Wall_2020_1HX	WANDA/AML2	-155.301	19.833	North America	soil	9270	forest	14.6	3136	4.8	2017	Acacia koa	SSU	Illumina
4736	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2625	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4737	Sheldrake_2017_1GS	NS31/AM1	-79.8434	9.11006	North America	soil	887	forest	26.1	2921	NA_	2012	NA_	SSU	454Roche
4738	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2995	grassland	7.7	890	6.68	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4739	Wall_2020_1HX	WANDA/AML2	-155.301	19.833	North America	soil	1422	forest	14.6	3136	NA_	2017	Pennisetum clandestinum	SSU	Illumina
4740	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2619	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4741	Rasmussen_2018_C8E6	NS31/AML2	20.2683	60.1408	Europe	soil	17816	grassland	6.2	548	6.3	2015	Plantago lanceolata	SSU	Illumina
4742	Davison_2015_1GM	NS31/AML2	73.148	61.2603	Asia	root	1183	forest	-1.5	561	4.1	2010	Geranium sylvaticum	SSU	454Roche
4743	Clavel_2021_1GT	AMV4.5NF/AMDGR	17.5773	68.1591	Europe	root	27129	woodland	1.8	591	4.65	2017	Trifolium repens	SSU	Illumina
4744	Faggioli_2019_1AX	AMV4.5NF/AMDGR	-64.1856	-31.56	South America	soil	90632	anthropogenic	17.4	848	6.3	2015	Sorghum halepense	SSU	Illumina
4745	Davison_2018_1AQ	NS31/AML2	147.303	-41.7728	Australia	root	2842	woodland	12	604	4.3	2011	Themeda triandra	SSU	454Roche
4746	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.98762	50.8728	Europe	soil	39954	forest	10.5	734	3.253	2018	Alnus glutinosa	SSU	Illumina
4747	Yang_2016_0493	AMV4.5NF/AMDGR	116.991	30.4689	Asia	root	3358	wetland	17.5	1392	7.81	2012	Populus deltoides	SSU	454Roche
4748	Davison_2015_1GM	NS31/AML2	10.3992	0.6172	Africa	root	1507	forest	22.7	2080	3.5	2009	Begonia susaniae	SSU	454Roche
4749	DeBellis_2019_EH	WANDA/AML2	-73.94	45.43	North America	root	2281	forest	7.3	1025	6.26	2015	Acer platanoides	SSU	Illumina
4750	Vasar_2021_1HW	WANDA/AML2	99.9906	9.4725	Asia	soil	1578	forest	26.6	2170	4.2	2017	NA_	SSU	Illumina
4751	Hart_2014_7702	NS31/AM1	-156.038	20.7992	North America	root	1530	forest	24.2	2464	NA_	2010	Artocarpus altilis	SSU	454Roche
4752	Davison_2015_1GM	NS31/AML2	-71.4225	-52.055	South America	root	2473	grassland	6.3	344	5.3	2012	Rumex acetosella	SSU	454Roche
4753	Davison_2015_1GM	NS31/AML2	104.058	43.0519	Asia	root	1304	grassland	4.1	125	6.7	2012	Artemisia frigida	SSU	454Roche
4754	Wall_2020_1HX	WANDA/AML2	-155.326	19.8215	North America	soil	6684	forest	13	2862	NA_	2017	Metrosideros polymorpha	SSU	Illumina
4755	Wall_2020_1HX	WANDA/AML2	-155.307	19.8329	North America	soil	6192	forest	14.6	3136	NA_	2017	Myrsine lessertiana	SSU	Illumina
4756	Wall_2020_1HX	WANDA/AML2	-155.301	19.833	North America	soil	7853	forest	14.6	3136	3.7	2017	Cheirodendron trigynum	SSU	Illumina
4757	Wall_2020_1HX	WANDA/AML2	-155.301	19.833	North America	soil	4860	forest	14.6	3136	4.9	2017	Coprosma rhynchocarpa	SSU	Illumina
4758	Wall_2020_1HX	WANDA/AML2	-155.31	19.8326	North America	soil	5829	forest	14.2	3051	4.4	2017	Pennisetum clandestinum	SSU	Illumina
4759	Wall_2020_1HX	WANDA/AML2	-155.318	19.8208	North America	soil	6715	forest	13.6	2952	4	2017	Acacia koa	SSU	Illumina
4760	Wall_2020_1HX	WANDA/AML2	-155.31	19.8328	North America	soil	5660	forest	14.2	3051	5	2017	Acacia koa	SSU	Illumina
4761	Davison_2015_1GM	NS31/AML2	-71.4225	-52.055	South America	root	3363	grassland	6.3	344	5.3	2012	Taraxacum officinale	SSU	454Roche
4762	Davison_2018_1AQ	NS31/AML2	22.1914	58.1094	Europe	root	3663	grassland	7.1	576	7.1	2012	Filipendula vulgaris	SSU	454Roche
4763	Davison_2015_1GM	NS31/AML2	159.912	56.06	Asia	root	1175	forest	0	477	4.8	2010	Solidago spiraeifolia	SSU	454Roche
4764	Rasmussen_2018_C8E6	NS31/AML2	19.9242	60.3448	Europe	soil	28816	grassland	6.1	569	6.4	2015	Plantago lanceolata	SSU	Illumina
4765	Vasar_2021_1HW	WANDA/AML2	30.0919	0.799167	Africa	soil	19442	forest	23.7	1051	5.1	2018	NA_	SSU	Illumina
4766	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3431	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4767	RodriguezRamos_2021_1HT	WANDA/AML2	-119.098	56.2611	North America	soil	6207	forest	2.4	409	NA_	2016	Pinus contorta	SSU	Illumina
4768	Borrell_2017_20D4	NS1/NS4 then AMV4.5NF/AMDGR	-107.683	50.3	North America	root	7585	grassland	4	402	6.5	2011	Triticum aestivum 	SSU	454Roche
4769	Borrell_2017_20D4	NS1/NS4 then AMV4.5NF/AMDGR	-107.683	50.3	North America	root	4149	grassland	4	402	6.5	2011	Lens culinaris	SSU	454Roche
4770	Sheng_2019_1DA	NS1/NS4 then AMV4.5NF/AMDGR	106.9	39.51	Asia	rhizosphere soil	44909	forest	8.6	157	8.1	2015	Robinia pseudoacacia	SSU	Illumina
4771	Davison_2015_1GM	NS31/AML2	10.4136	0.6172	Africa	root	2215	forest	22.2	2432	NA_	2009	Dicranopteris linearis	SSU	454Roche
4772	Weissbecker_2017_5932	GlomerWT0/Glomer1536 then NS31/AM1A and GlomerWT0/Glomer1536 then NS31/AM1B	10.4053	50.9717	Europe	soil	1423	grassland	8.5	702	6.65	2011	NA_	SSU	454Roche
4773	Sheldrake_2017_86BA	NS31/AM1	-79.8434	9.11006	North America	root	1675	forest	26.1	2921	5.5	2012	Desmopsis panamensis	SSU	454Roche
4774	Vasar_2021_1HW	WANDA/AML2	16.17	48.25	Europe	soil	16291	forest	9.6	677	3.49	2015	NA_	SSU	Illumina
4775	Davison_2015_1GM	NS31/AML2	100.465	16.8594	Asia	root	2107	forest	27	1519	4.6	2009	Cenchrus polystachios	SSU	454Roche
4776	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	117.429	40.8484	Asia	soil	1389	cropland	8.2	546	4.93	2010	Zea mays	SSU	454Roche
4777	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.98676	50.8756	Europe	soil	51588	forest	10.5	729	3.696	2018	Alnus glutinosa	SSU	Illumina
4778	Davison_2015_1GM	NS31/AML2	142.15	-37.3333	Australia	root	497	grassland	13.5	643	5	2010	Themeda triandra	SSU	454Roche
4779	Davison_2015_1GM	NS31/AML2	138.665	-35.1175	Australia	root	39	forest	14.6	775	4.5	2009	Lomandra multiflora	SSU	454Roche
4780	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	598	grassland	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
4781	Johansen_2015_D1EE	NS31/AML2	174.453	-36.9183	Australia	root	3727	shrubland	15.4	1407	6.72	2012	Spinifex sericeus	SSU	454Roche
4782	Varela-Cervero_2015_C58B	NS31/AML2	-2.83333	37.4	Europe	root	2822	shrubland	9.3	622	NA_	2011	Genista cinerea	SSU	454Roche
4783	Wang_2021_1GZ	AMV4.5NF/AMDGR	119.593	29.0016	Asia	soil	57572	cropland	18.3	1431	4.44	2014	Prunus persica;Amygdalus persica	SSU	Illumina
4784	Vasar_2021_1HW	WANDA/AML2	145.833	-37.4881	Australia	soil	41727	forest	10	1250	3.69	2012	NA_	SSU	Illumina
4785	Sheng_2019_1DA	NS1/NS4 then AMV4.5NF/AMDGR	106.9	39.51	Asia	rhizosphere soil	64237	forest	8.6	157	8.1	2015	Robinia pseudoacacia	SSU	Illumina
4786	Vasar_2021_1HW	WANDA/AML2	-67.4475	-54.4794	South America	soil	23409	forest	5.2	434	NA_	2012	NA_	SSU	Illumina
4787	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1687	forest	15.6	2110	NA_	2011	Itea oblonga	SSU	454Roche
4788	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1499	forest	15.6	2110	NA_	2011	Chimonanthus salicifolius	SSU	454Roche
4789	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1684	forest	15.6	2110	NA_	2011	Distylium myricoides	SSU	454Roche
4790	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	4780	forest	15.6	2110	NA_	2011	Adinandra millettii	SSU	454Roche
4791	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2695	forest	15.6	2110	NA_	2011	Camellia fraterna	SSU	454Roche
4792	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1459	forest	15.6	2110	NA_	2011	Distylium myricoides	SSU	454Roche
4793	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	4846	forest	15.6	2110	NA_	2011	Schima superba	SSU	454Roche
4794	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	690	forest	15.6	2110	NA_	2011	Syzygium buxifolium	SSU	454Roche
4795	Yang_2016_0493	AMV4.5NF/AMDGR	116.991	30.4689	Asia	root	847	wetland	17.5	1392	7.91	2012	Populus deltoides	SSU	454Roche
4796	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1478	forest	15.6	2110	NA_	2011	Machilus thunbergii	SSU	454Roche
4797	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3136	forest	15.6	2110	NA_	2011	Ternstroemia gymnanthera	SSU	454Roche
4798	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1151	forest	15.6	2110	NA_	2011	Cinnamomum subavenium	SSU	454Roche
4799	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2651	forest	15.6	2110	NA_	2011	Camellia fraterna	SSU	454Roche
4800	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2105	forest	15.6	2110	NA_	2011	Ternstroemia gymnanthera	SSU	454Roche
4801	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	430	forest	15.6	2110	NA_	2011	Itea oblonga	SSU	454Roche
4802	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	5785	forest	15.6	2110	NA_	2011	Schima superba	SSU	454Roche
4803	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3039	forest	15.6	2110	NA_	2011	Camellia fraterna	SSU	454Roche
4804	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3108	forest	15.6	2110	NA_	2011	Schima superba	SSU	454Roche
4805	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1878	forest	15.6	2110	NA_	2011	Toxicodendron succedaneum	SSU	454Roche
4806	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3036	forest	15.6	2110	NA_	2011	Camellia fraterna	SSU	454Roche
4807	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	5743	forest	15.6	2110	NA_	2011	Cinnamomum subavenium	SSU	454Roche
4808	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2114	forest	15.6	2110	NA_	2011	Neolitsea aurata	SSU	454Roche
4809	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2814	forest	15.6	2110	NA_	2011	Ternstroemia gymnanthera	SSU	454Roche
4810	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	760	forest	15.6	2110	NA_	2011	Distylium myricoides	SSU	454Roche
4811	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	825	forest	15.6	2110	NA_	2011	Ternstroemia gymnanthera	SSU	454Roche
4812	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2838	forest	15.6	2110	NA_	2011	Neolitsea aurata	SSU	454Roche
4813	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2553	forest	15.6	2110	NA_	2011	Cinnamomum subavenium	SSU	454Roche
4814	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1228	forest	15.6	2110	NA_	2011	Daphniphyllum oldhamii	SSU	454Roche
4815	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2278	forest	15.6	2110	NA_	2011	Alniphyllum fortunei	SSU	454Roche
4816	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2628	forest	15.6	2110	NA_	2011	Loropetalum chinense	SSU	454Roche
4817	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3623	forest	15.6	2110	NA_	2011	Adinandra millettii	SSU	454Roche
4818	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	641	forest	15.6	2110	NA_	2011	Schima superba	SSU	454Roche
4819	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	6795	forest	15.6	2110	NA_	2011	Schima superba	SSU	454Roche
4820	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2431	forest	15.6	2110	NA_	2011	Morella rubra	SSU	454Roche
4821	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1927	forest	15.6	2110	NA_	2011	Distylium myricoides	SSU	454Roche
4822	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	2377	forest	15.6	2110	NA_	2011	Machilus thunbergii	SSU	454Roche
4823	Chen_2018_1BU	NS1/NS4 then AML1/AML2	107.41	35.12	Asia	rhizosphere soil	5673	forest	9.7	750	8	2013	Robinia pseudoacacia	SSU	454Roche
4824	Wall_2020_1HX	WANDA/AML2	-155.305	19.833	North America	soil	6138	forest	14.6	3136	NA_	2017	Rubus hawaiiensis	SSU	Illumina
4825	Davison_2015_1GM	NS31/AML2	-104.617	50.7667	North America	root	1083	grassland	3.1	412	6.2	2008	Koeleria macrantha	SSU	454Roche
4826	Mahmoudi_2019_1CH	NS1/NS4 then NS31/AM1	9.64	34.38	Africa	root	2456	grassland	21.2	191	8	2014	Medicago truncatula	SSU	454Roche
4827	Rasmussen_2018_C8E6	NS31/AML2	20.1658	60.0742	Europe	soil	51141	grassland	6.3	517	7.3	2015	Plantago lanceolata	SSU	Illumina
4828	Caravaca_2020_1HG	NS31/AML2	-1.16275	38.0334	Europe	root	29887	grassland	18.5	299	8.46	2017	Thymelaea hirsuta;Helianthemum almeriense;Atriplex halimus;Anthylis cytisoides;Dittrichia viscosa;Conyza bonariensi	SSU	Illumina
4829	Davison_2015_1GM	NS31/AML2	10.4136	0.6172	Africa	root	2038	forest	22.2	2432	3.6	2009	Triplophyllum vogelii	SSU	454Roche
4830	Parvin_2021_1HR	AMV4.5NF/AMDGR	88.5888	25.8583	Asia	root	9895	cropland	24.8	1918	6.146	2019	Oryza sativa	SSU	Illumina
4831	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.98766	50.8727	Europe	root	36538	forest	10.5	734	3.104	2018	Alnus glutinosa	SSU	Illumina
4832	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	117.429	40.8484	Asia	soil	3610	grassland	8.2	546	7.12	2010	Leymus chinensis;Setaria viridis;Tribulus terrestris;Cenchrus incertus;Lespedeza davurica;Artemisia capillaris;Carex humilis;Carex onoei;Chloris virgata;Heteropappus altaicus;Artemisia frigida;Cleistogenes squarrosa;Stipa caucasica	SSU	454Roche
4833	Davison_2015_1GM	NS31/AML2	-1.2481	43.5911	Europe	root	1856	forest	14.4	1374	NA_	2008	Arum italicum	SSU	454Roche
4834	RodriguezEcheverria_2017_6B29	NS31/AML2	34.3724	-18.9479	Africa	soil	4706	forest	24.5	978	4.5	2014	Acacia nigrescens;Acacia robusta;Albizia sp.;Combretum sp.;Milletia stuhlmannii	SSU	454Roche
4835	Song_2015_DF6A	AMV4.5NF/AMDGR	115.654	24.9018	Asia	root	11100	cropland	20	1749	4.7	2012	Poncirus trifoliata;Citrus reticulata	SSU	454Roche
4836	Davison_2015_1GM	NS31/AML2	23.568	58.5839	Europe	root	971	grassland	6.6	586	7	2008	Anemone hepatica	SSU	454Roche
4837	Parvin_2021_1HR	AMV4.5NF/AMDGR	88.5903	25.8639	Asia	root	17307	cropland	24.8	1918	6.476	2019	Oryza sativa	SSU	Illumina
4838	Davison_2018_1AQ	NS31/AML2	-23.6908	15.1803	Africa	root	3482	shrubland	20.6	335	5.2	2009	Campanula jacobaea	SSU	454Roche
4839	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2531	grassland	7.7	890	6.65	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4840	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2713	grassland	7.7	890	6.65	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4841	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2689	grassland	7.7	890	6.69	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4842	Davison_2015_1GM	NS31/AML2	-104.617	50.7667	North America	root	832	grassland	3.1	412	6.9	2008	Chondrosum gracile	SSU	454Roche
4843	Davison_2018_1AQ	NS31/AML2	-23.3558	64.9456	Europe	root	220	grassland	4.2	1280	4.8	2011	Festuca vivipara	SSU	454Roche
4844	Davison_2015_1GM	NS31/AML2	81.8992	22.3772	Asia	root	667	forest	25.2	1404	5.45	2011	Ageratum conyzoides	SSU	454Roche
4845	Wall_2020_1HX	WANDA/AML2	-155.307	19.8329	North America	soil	2904	forest	14.6	3136	5	2017	Pennisetum clandestinum	SSU	Illumina
4846	Rasmussen_2018_C8E6	NS31/AML2	19.6718	60.2137	Europe	soil	44762	grassland	6.3	504	6.1	2015	Plantago lanceolata	SSU	Illumina
4847	Davison_2018_1AQ	NS31/AML2	-148.148	-15.0794	Australia	root	1783	forest	27	1810	7.3	2014	Portulaca lutea	SSU	454Roche
4848	Davison_2015_1GM	NS31/AML2	-86.2167	39.2433	North America	root	1868	forest	12.1	1197	3.5	2011	Amphicarpaea bracteata	SSU	454Roche
4849	Davison_2015_1GM	NS31/AML2	-86.2167	39.2433	North America	root	294	forest	12.1	1197	3.5	2011	Amphicarpaea bracteata	SSU	454Roche
4850	RodriguezRamos_2021_1HT	WANDA/AML2	-119.098	56.2611	North America	soil	6795	forest	2.4	409	NA_	2016	Pinus contorta	SSU	Illumina
4851	Wall_2020_1HX	WANDA/AML2	-155.305	19.8333	North America	soil	2124	forest	14.7	3141	4	2017	Acacia koa	SSU	Illumina
4852	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1472	forest	15.6	2110	NA_	2011	Chimonanthus salicifolius	SSU	454Roche
4853	RodriguezRamos_2021_1HT	WANDA/AML2	-116.593	54.2022	North America	soil	9433	forest	2.9	546	NA_	2016	Pinus contorta	SSU	Illumina
4854	Davison_2015_1GM	NS31/AML2	159.912	56.06	Asia	root	1210	forest	0	477	4.8	2010	Calamagrostis purpurea	SSU	454Roche
4855	RodriguezRamos_2021_1HT	WANDA/AML2	-119.099	56.2494	North America	soil	5445	forest	2.2	498	NA_	2016	Pinus contorta	SSU	Illumina
4856	RodriguezRamos_2021_1HT	WANDA/AML2	-118.484	54.1605	North America	soil	9258	forest	1.3	841	NA_	2016	Pinus contorta	SSU	Illumina
4857	Clavel_2021_1GT	AMV4.5NF/AMDGR	17.7774	68.4003	Europe	root	21906	woodland	0.9	615	NA_	2017	Trifolium repens	SSU	Illumina
4858	RodriguezRamos_2021_1HT	WANDA/AML2	-117.726	53.9446	North America	soil	4915	forest	1.8	827	NA_	2016	Pinus contorta	SSU	Illumina
4859	Davison_2018_1AQ	NS31/AML2	147.303	-41.7728	Australia	root	857	woodland	12	604	4.3	2011	Stipa stuposa	SSU	454Roche
4860	DeBellis_2019_EH	WANDA/AML2	-73.94	45.43	North America	root	2036	forest	7.3	1025	5.82	2015	Acer saccharum	SSU	Illumina
4861	Anthony_2020_mBY	NS31/AML2	-72.1875	42.4836	North America	soil	135999	forest	8.8	1345	4.2	2016	Quercus rubra;Quercus velutina;Acer rubrum;Acer pensylvanicum;Fagus grandifolia;Betula papyrifera	SSU	Illumina
4862	Clavel_2021_1GT	AMV4.5NF/AMDGR	17.5773	68.1591	Europe	root	28126	woodland	1.8	591	4.65	2017	NA_	SSU	Illumina
4863	DeBellis_2019_EH	WANDA/AML2	-73.94	45.43	North America	root	1846	forest	7.3	1025	5.39	2015	Acer platanoides	SSU	Illumina
4864	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2615	grassland	7.7	890	6.68	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
4865	Borrell_2017_20D4	NS1/NS4 then AMV4.5NF/AMDGR	-107.683	50.3	North America	root	3916	grassland	4	402	6.5	2011	Pisum sativum	SSU	454Roche
4866	Borrell_2017_20D4	NS1/NS4 then AMV4.5NF/AMDGR	-107.683	50.3	North America	root	4430	grassland	4	402	6.5	2011	Triticum aestivum 	SSU	454Roche
4867	Davison_2018_1AQ	NS31/AML2	2.74528	39.4083	Europe	root	932	shrubland	17.3	616	7.2	2012	Asphodelus aestivus	SSU	454Roche
4868	Johansen_2016_FC65	NS31/AML2	-124.144	40.908	North America	root	2166	shrubland	13.8	1227	6.6	2013	Leymus mollis	SSU	Illumina
4869	Hassan_2014_0837	NS1/NS41 then AML1/AML2	-73.37	45.72	North America	rhizosphere soil	1944	grassland	7.2	1020	6.7	2011	Salix alba	SSU	454Roche
4870	Hiiesalu_2014_B288	NS31/AML2	-104.37	50.47	North America	root	858	grassland	3.1	407	NA_	2008	Hesperostipa comata;Carex duriuscula;Bouteloua gracilis	SSU	454Roche
4871	Davison_2015_1GM	NS31/AML2	142.15	-37.3333	Australia	root	2419	grassland	13.5	643	5.3	2010	Leptorhynchos squamatus	SSU	454Roche
4872	Davison_2018_1AQ	NS31/AML2	16.4769	56.5364	Europe	root	2820	grassland	7.8	518	6.7	2010	Helictochloa pratensis	SSU	454Roche
4873	Jiang_2020_1BX	AMV4.5NF/AMDGR	108.715	18.6258	Asia	rhizosphere soil	63179	cropland	25.5	1083	6.16	2018	Mangifera indica	SSU	Illumina
4874	Davison_2015_1GM	NS31/AML2	28.6608	-24.6778	Africa	root	3569	grassland	19.5	581	6.2	2010	Megathyrsus maximus	SSU	454Roche
4875	Wall_2020_1HX	WANDA/AML2	-155.318	19.8208	North America	soil	7144	forest	13.6	2952	4.3	2017	Rubus hawaiiensis	SSU	Illumina
