id	paper_id	primers	longitude	latitude	continent	sample_type	marker_size	Biome	MAT	MAP	pH	year_of_sampling	plants_dominant	target_gene	sequencing_platform
1479	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3334	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1480	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3023	grassland	7.7	890	6.69	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1481	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2028	grassland	7.7	890	6.69	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1482	Vasar_2021_1HW	WANDA/AML2	-75.6167	20.0064	North America	soil	19574	forest	19.9	1745	5.57	2017	NA_	SSU	Illumina
1483	Vasar_2021_1HW	WANDA/AML2	101.17	21.5778	Asia	soil	12274	forest	22.1	1249	6.78	2014	NA_	SSU	Illumina
1484	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	112.058	39.0587	Asia	soil	3647	grassland	6.7	386	8.23	2010	Leymus chinensis;Setaria viridis;Tribulus terrestris;Cenchrus incertus;Lespedeza davurica;Artemisia capillaris;Carex humilis;Carex onoei;Chloris virgata;Heteropappus altaicus;Artemisia frigida;Cleistogenes squarrosa;Stipa caucasica	SSU	454Roche
1485	Rasmussen_2018_C8E6	NS31/AML2	20.2685	60.1407	Europe	root	219091	grassland	6.2	548	5.7	2015	Plantago lanceolata	SSU	Illumina
1486	Morgan_2017_1CJ	NS31/AML2	-87.2039	21.2103	North America	soil	300354	forest	25.7	1213	7.62	2013	Brosimum alicastrum;Vachellia cornigera;Metopium brownei;Ceiba pentandra;Bursera simaruba;Manilkara zapota	SSU	Illumina
1487	DeBellis_2019_EH	WANDA/AML2	-73.94	45.43	North America	root	1812	forest	7.3	1025	5.2	2015	Acer saccharum	SSU	Illumina
1488	Davison_2015_1GM	NS31/AML2	34.7122	30.5928	Asia	root	5024	desert	16.9	114	NA_	2009	Ballota undulata	SSU	454Roche
1489	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48523	46.1963	Europe	root	46130	grassland	-0.9	1041	5.92	2015	Botrychium lunaria	SSU	Illumina
1490	Badi_2019_1AC	AMV4.5NF/AMDGR	32.7611	13.101	Africa	root	27152	cropland	28.7	333	8.17	2015	Sorghum bicolor	SSU	IonTorrent
1491	Correia_2019_1AP	NS31/AML2	34.3728	-18.9219	Africa	root	2782	woodland	24.5	965	NA_	2014	Zyziphus mucronata	SSU	454Roche
1492	Davison_2018_1AQ	NS31/AML2	-149.43	-17.5592	Australia	root	3289	forest	25.6	2598	5.8	2014	Talipariti tiliaceum	SSU	454Roche
1493	Song_2015_DF6A	AMV4.5NF/AMDGR	114.971	25.2827	Asia	root	11770	cropland	20.3	1436	6.4	2012	Citrus tangerina	SSU	454Roche
1494	Song_2015_DF6A	AMV4.5NF/AMDGR	114.971	25.2827	Asia	root	11092	cropland	20.3	1436	6.4	2012	Citrus tangerina	SSU	454Roche
1495	Correia_2019_1AP	NS31/AML2	34.3715	-18.9591	Africa	root	3648	woodland	24.5	991	NA_	2015	Cassia abbreviata	SSU	454Roche
1496	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	4295	forest	15.6	2110	NA_	2011	Toxicodendron succedaneum	SSU	454Roche
1497	Rasmussen_2018_C8E6	NS31/AML2	19.5941	60.2355	Europe	root	61767	grassland	6.3	523	7.1	2015	Plantago lanceolata	SSU	Illumina
1498	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	3313	grassland	7.7	890	6.78	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1499	Davison_2018_1AQ	NS31/AML2	-22.9211	16.8053	Africa	root	1325	desert	23.3	78	7.5	2009	Heliotropium ramosissimum	SSU	454Roche
1500	Davison_2018_1AQ	NS31/AML2	23.8008	35.4592	Europe	root	4063	woodland	18.1	744	6.2	2009	Teucrium divaricatum	SSU	454Roche
1501	Davison_2018_1AQ	NS31/AML2	-22.9211	16.8053	Africa	root	1711	desert	23.3	78	7.5	2009	Citrullus colocynthis	SSU	454Roche
1502	Rasmussen_2018_C8E6	NS31/AML2	19.5401	60.2182	Europe	root	33910	grassland	6.3	522	6.5	2015	Plantago lanceolata	SSU	Illumina
1503	Jiang_2020_1BX	AMV4.5NF/AMDGR	109.496	18.2847	Asia	rhizosphere soil	161189	cropland	25.6	1373	6.04	2018	Mangifera indica	SSU	Illumina
1504	Rasmussen_2018_C8E6	NS31/AML2	19.8004	60.3347	Europe	root	24348	grassland	6.1	563	6	2015	Plantago lanceolata	SSU	Illumina
1505	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.186	-25.9935	Africa	root	31711	grassland	16	778	4.12	2017	Eragostis tef	SSU	Illumina
1506	Davison_2015_1GM	NS31/AML2	159.912	56.06	Asia	root	5308	forest	0	477	4.8	2010	Solidago spiraeifolia	SSU	454Roche
1507	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.2023	-26.0091	Africa	soil	111459	grassland	16.1	738	4.03	2017	Eragostis tef	SSU	Illumina
1508	Rasmussen_2018_C8E6	NS31/AML2	19.9274	60.3468	Europe	soil	74696	grassland	6.2	552	NA_	2015	Plantago lanceolata	SSU	Illumina
1509	Jiang_2020_1BX	AMV4.5NF/AMDGR	108.798	18.4803	Asia	rhizosphere soil	53434	cropland	25.6	1180	5.08	2018	Mangifera indica	SSU	Illumina
1510	Higo_2019_1ER	NS31/AM1 then AMV4.5NF/AMDGR	139.466	35.3802	Asia	root	45618	cropland	15.9	1589	5.78	2017	Zea mays	SSU	Illumina
1511	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53892	46.0886	Europe	root	73886	grassland	0.6	844	5.24	2015	Botrychium lunaria	SSU	Illumina
1512	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53914	46.0884	Europe	root	32522	grassland	0.6	844	5.17	2015	Botrychium lunaria	SSU	Illumina
1513	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48335	46.2042	Europe	root	53156	grassland	-0.7	1044	5.41	2015	Botrychium lunaria	SSU	Illumina
1514	Davison_2015_1GM	NS31/AML2	35.1411	-2.5811	Africa	root	2955	grassland	20.3	674	7	2012	Digitaria macroblephara	SSU	454Roche
1515	Davison_2018_1AQ	NS31/AML2	2.74667	39.4086	Europe	root	1618	shrubland	17.3	616	7.3	2012	Brachypodium retusum	SSU	454Roche
1516	Davison_2015_1GM	NS31/AML2	-71.6155	-38.6993	South America	root	2064	forest	8	1287	5.7	2012	Embothrium coccineum	SSU	454Roche
1517	Davison_2018_1AQ	NS31/AML2	2.74667	39.4086	Europe	root	3822	shrubland	17.3	616	7.3	2012	Phagnalon saxatile	SSU	454Roche
1518	Davison_2015_1GM	NS31/AML2	35.1411	-2.5811	Africa	root	1563	grassland	20.3	674	7	2012	Themeda triandra	SSU	454Roche
1519	Vasar_2021_1HW	WANDA/AML2	18.9556	-33.9881	Africa	soil	107124	shrubland	15.6	1120	4.33	2010	NA_	SSU	Illumina
1520	Davison_2015_1GM	NS31/AML2	104.058	43.0519	Asia	root	998	grassland	4.1	125	6.7	2012	Artemisia frigida	SSU	454Roche
1521	Davison_2018_1AQ	NS31/AML2	2.74528	39.4083	Europe	root	1466	shrubland	17.3	616	7.2	2012	Salvia rosmarinus	SSU	454Roche
1522	Davison_2015_1GM	NS31/AML2	28.6608	-24.6778	Africa	root	4459	grassland	19.5	581	6.2	2010	Megathyrsus maximus	SSU	454Roche
1523	Davison_2015_1GM	NS31/AML2	28.6608	-24.6778	Africa	root	3964	grassland	19.5	581	6.2	2010	Megathyrsus maximus	SSU	454Roche
1524	Davison_2015_1GM	NS31/AML2	35.1411	-2.5811	Africa	root	2219	grassland	20.3	674	7	2012	Themeda triandra	SSU	454Roche
1525	Davison_2015_1GM	NS31/AML2	35.1411	-2.5811	Africa	root	2025	grassland	20.3	674	7	2012	Digitaria macroblephara	SSU	454Roche
1526	Davison_2015_1GM	NS31/AML2	18.9555	-33.988	Africa	root	1008	shrubland	15.6	1120	NA_	2010	Aspalathus cordata	SSU	454Roche
1527	Davison_2015_1GM	NS31/AML2	28.6608	-24.6778	Africa	root	4258	grassland	19.5	581	6.2	2010	Vachellia erioloba	SSU	454Roche
1528	Davison_2015_1GM	NS31/AML2	35.2133	-1.808	Africa	root	2834	grassland	19.6	902	5.5	2012	Digitaria macroblephara	SSU	454Roche
1529	Davison_2015_1GM	NS31/AML2	35.1208	-2.6814	Africa	root	7208	grassland	20	726	6.8	2012	Sporobolus fimbriatus	SSU	454Roche
1530	Davison_2015_1GM	NS31/AML2	-71.4225	-52.055	South America	root	2792	grassland	6.3	344	5.3	2012	Azorella trifurcata	SSU	454Roche
1531	Davison_2015_1GM	NS31/AML2	-104.617	50.7667	North America	root	389	grassland	3.1	412	6.9	2008	Chondrosum gracile	SSU	454Roche
1532	Macek_2019_1FI	NS31/AM1	8.68417	50.5333	Europe	root	289542	grassland	9.7	676	6.03	2013	Geranium pratense;Arrhenatherum elatius;Galium mollugo;Trisetum flavescens	SSU	Illumina
1533	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	39296	grassland	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1534	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.1861	-25.9954	Africa	soil	95197	grassland	16	778	4.12	2017	Eragostis tef	SSU	Illumina
1535	RodriguezCaballero_2018_1CS	NS31/AML2	-1.16193	37.824	Europe	root	78383	grassland	17.7	271	8.37	2014	Hyparrhenia hirta	SSU	Illumina
1536	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.1861	-25.9954	Africa	root	31974	grassland	16	778	4.12	2017	Eragostis tef	SSU	Illumina
1537	Boeraeve_2019_1AK	AMV4.5NF/AMDGR	4.88374	50.8461	Europe	root	16155	forest	10.4	725	6.085	2017	Stachys sylvatica	SSU	Illumina
1538	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.96303	50.8625	Europe	soil	74286	forest	10.5	741	3.681	2018	Alnus glutinosa	SSU	Illumina
1539	Macek_2019_1FI	NS31/AM1	8.68417	50.5333	Europe	root	74149	grassland	9.7	676	5.7	2013	Geranium pratense;Arrhenatherum elatius;Galium mollugo;Trisetum flavescens	SSU	Illumina
1540	Davison_2018_1AQ	NS31/AML2	16.4769	56.5364	Europe	root	2621	grassland	7.8	518	6.7	2010	Helictochloa pratensis	SSU	454Roche
1541	Davison_2018_1AQ	NS31/AML2	2.74528	39.4083	Europe	root	3222	shrubland	17.3	616	7.2	2012	Asphodelus aestivus	SSU	454Roche
1542	Davison_2015_1GM	NS31/AML2	107.132	47.7578	Asia	root	1746	grassland	-2.4	271	NA_	2012	Agropyron cristatum	SSU	454Roche
1543	Rasmussen_2018_C8E6	NS31/AML2	19.7891	60.3654	Europe	root	74927	grassland	6.2	549	NA_	2015	Plantago lanceolata	SSU	Illumina
1544	Faggioli_2019_1AX	AMV4.5NF/AMDGR	-64.1854	-31.5603	South America	soil	123331	anthropogenic	17.4	848	6.38	2015	Sorghum halepense	SSU	Illumina
1545	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.93645	50.8512	Europe	soil	64177	forest	10.5	731	3.6	2018	Alnus glutinosa	SSU	Illumina
1546	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	4255	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1547	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48473	46.1964	Europe	root	47784	grassland	-0.9	1041	6.24	2015	Botrychium lunaria	SSU	Illumina
1548	Wang_2020_1FZ	AMV4.5NF/AMDGR	108.067	34.2833	Asia	rhizosphere soil	36087	cropland	14.7	734	NA_	2016	Triticum aestivum 	SSU	Illumina
1549	Song_2015_DF6A	AMV4.5NF/AMDGR	114.971	25.2827	Asia	root	10792	cropland	20.3	1436	6.4	2012	Poncirus trifoliata	SSU	454Roche
1550	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	1777	forest	15.6	2110	NA_	2011	Morella rubra	SSU	454Roche
1551	Zhang_2021_1IM	NS1/NS4 then AMV4.5NF/AMDGR	112.53	23.17	Asia	soil	134407	forest	20.7	2167	3.6	2015	Pinus massoniana;Cratoxylum cochinchinense;Mallotus paniculatus;Evodia lepta;Dicranopteris pedata	SSU	Illumina
1552	Chen_2017_E3D7	NS31/AML2	118.12	29.25	Asia	root	3848	forest	15.6	2110	NA_	2011	Itea oblonga	SSU	454Roche
1553	Colombo_2019_1AO	AMV4.5F/AMDGR	-58.3762	-34.6576	South America	soil	206864	aquatic	16.8	1041	7.2	2013	Festuca arundinacea;Paspalum distichum;Sorghum halepense;Taraxacum officinale;Senecio bonariensis;Chamaemelum nobile;Trifolium sp.;Cyperus eragrostis;Dichondra microcalyx;Salix babylonica;Morusnigra;Ricinus communis;Commelina erecta;Hydrocotyle bonariensis;Conium maculatum;Juncus pallescens	SSU	454Roche
1554	Stefani_2020_1DG	AML1/AML2 then nu-SSU-0595-5′/nu-SSU-0948-3′	3.25	34.66	Africa	root	30224	grassland	15.1	287	NA_	2018	Tamarix aphylla	SSU	Illumina
1555	Stefani_2020_1DG	AML1/AML2 then nu-SSU-0595-5′/nu-SSU-0948-3′	2.5	32.91	Africa	root	39187	grassland	19.3	127	NA_	2018	Tamarix aphylla	SSU	Illumina
1556	Stefani_2020_1DG	AML1/AML2 then nu-SSU-0595-5′/nu-SSU-0948-3′	2.83	35.7	Africa	root	26634	grassland	17	412	NA_	2018	Tamarix aphylla	SSU	Illumina
1557	Stefani_2020_1DG	AML1/AML2 then nu-SSU-0595-5′/nu-SSU-0948-3′	3.02	35.07	Africa	root	16797	grassland	16.3	315	NA_	2018	Tamarix aphylla	SSU	Illumina
1558	Stefani_2020_1DG	AML1/AML2 then nu-SSU-0595-5′/nu-SSU-0948-3′	2.83	35.7	Africa	soil	28193	grassland	17	412	NA_	2018	Tamarix aphylla	SSU	Illumina
1559	Davison_2015_1GM	NS31/AML2	107.132	47.7578	Asia	root	4930	grassland	-2.4	271	NA_	2012	Allium bidentatum	SSU	454Roche
1560	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48362	46.2045	Europe	root	35249	grassland	-0.7	1044	4.86	2015	Botrychium lunaria	SSU	Illumina
1561	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48522	46.1963	Europe	root	44033	grassland	-0.9	1041	5.93	2015	Botrychium lunaria	SSU	Illumina
1562	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48528	46.1964	Europe	root	47804	grassland	-0.9	1041	5.25	2015	Botrychium lunaria	SSU	Illumina
1563	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53921	46.0885	Europe	root	65715	grassland	0.6	844	5.3	2015	Botrychium lunaria	SSU	Illumina
1564	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48378	46.2044	Europe	root	74067	grassland	-0.7	1044	5.29	2015	Botrychium lunaria	SSU	Illumina
1565	Davison_2015_1GM	NS31/AML2	73.148	61.2603	Asia	root	2168	forest	-1.5	561	4.1	2010	Maianthemum bifolium	SSU	454Roche
1566	Vasar_2021_1HW	WANDA/AML2	7.55	60.6089	Europe	soil	34873	tundra	-1.7	1066	4.87	2016	NA_	SSU	Illumina
1567	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48476	46.1964	Europe	root	64490	grassland	-0.9	1041	6.23	2015	Botrychium lunaria	SSU	Illumina
1568	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53883	46.0886	Europe	root	44198	grassland	0.6	844	5.55	2015	Botrychium lunaria	SSU	Illumina
1569	Zhang_2021_1IM	NS1/NS4 then AMV4.5NF/AMDGR	112.53	23.17	Asia	soil	94128	forest	20.7	2167	3.6	2015	Pinus massoniana;Cratoxylum cochinchinense;Mallotus paniculatus;Evodia lepta;Dicranopteris pedata	SSU	Illumina
1570	Vasar_2021_1HW	WANDA/AML2	-52.21	4.55417	South America	soil	154973	forest	24.5	4062	3.7	2007	NA_	SSU	Illumina
1571	Wu_2020_1DR	AML1/AML2 then AMV4.5NF/AMDGR	116.87	-29.12	Australia	soil	151457	anthropogenic	20.6	296	7.28	2017	Maireana sp.	SSU	Illumina
1572	Lekberg_2018_1FB	WANDA/AML2	-114.129	46.3219	North America	root	12890	grassland	8.7	295	NA_	2016	Asclepias speciosa	SSU	Illumina
1573	Song_2015_DF6A	AMV4.5NF/AMDGR	114.971	25.2827	Asia	root	13709	cropland	20.3	1436	6.4	2012	Poncirus trifoliata	SSU	454Roche
1574	Macek_2019_1FI	NS31/AM1	8.68417	50.5333	Europe	root	118396	grassland	9.7	676	6.08	2013	Geranium pratense;Arrhenatherum elatius;Galium mollugo;Trisetum flavescens	SSU	Illumina
1575	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53906	46.0885	Europe	root	56321	grassland	0.6	844	5.37	2015	Botrychium lunaria	SSU	Illumina
1576	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53882	46.0886	Europe	root	58882	grassland	0.6	844	5.66	2015	Botrychium lunaria	SSU	Illumina
1577	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48504	46.1964	Europe	root	53762	grassland	-0.9	1041	5.93	2015	Botrychium lunaria	SSU	Illumina
1578	Davison_2018_1AQ	NS31/AML2	-23.3558	64.9456	Europe	root	2658	grassland	4.2	1280	4.8	2011	Festuca vivipara	SSU	454Roche
1579	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48362	46.2045	Europe	root	56291	grassland	-0.7	1044	5.09	2015	Botrychium lunaria	SSU	Illumina
1580	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.54381	46.0872	Europe	root	56671	grassland	-0.3	886	6.73	2015	Botrychium lunaria	SSU	Illumina
1581	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48362	46.2045	Europe	root	104521	grassland	-0.7	1044	5.45	2015	Botrychium lunaria	SSU	Illumina
1582	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48342	46.2041	Europe	root	61896	grassland	-0.7	1044	5.29	2015	Botrychium lunaria	SSU	Illumina
1583	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.4835	46.2043	Europe	root	60829	grassland	-0.7	1044	4.95	2015	Botrychium lunaria	SSU	Illumina
1584	Rasmussen_2018_C8E6	NS31/AML2	20.2762	60.1303	Europe	soil	84987	grassland	6.2	555	5.6	2015	Plantago lanceolata	SSU	Illumina
1585	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48475	46.1965	Europe	root	61385	grassland	-0.9	1041	5.28	2015	Botrychium lunaria	SSU	Illumina
1586	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53918	46.0885	Europe	root	57040	grassland	0.6	844	5.54	2015	Botrychium lunaria	SSU	Illumina
1587	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48377	46.2044	Europe	root	64255	grassland	-0.7	1044	4.95	2015	Botrychium lunaria	SSU	Illumina
1588	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.53919	46.0885	Europe	root	64156	grassland	0.6	844	5.43	2015	Botrychium lunaria	SSU	Illumina
1589	Badi_2019_1AC	AMV4.5NF/AMDGR	32.7611	13.101	Africa	root	39629	cropland	28.7	333	8.17	2015	Sorghum bicolor	SSU	IonTorrent
1590	Morgan_2017_1CJ	NS31/AML2	-87.3538	20.4421	North America	soil	96959	forest	25.7	1265	8.34	2013	Brosimum alicastrum;Vachellia cornigera;Metopium brownei;Ceiba pentandra;Bursera simaruba;Manilkara zapota	SSU	Illumina
1591	Morgan_2017_1CJ	NS31/AML2	-87.3528	20.4442	North America	soil	19641	forest	25.7	1265	8.34	2013	Brosimum alicastrum;Vachellia cornigera;Metopium brownei;Ceiba pentandra;Bursera simaruba;Manilkara zapota	SSU	Illumina
1592	Morgan_2017_1CJ	NS31/AML2	-87.2089	21.2102	North America	soil	102772	forest	25.7	1240	7.62	2013	Brosimum alicastrum;Vachellia cornigera;Metopium brownei;Ceiba pentandra;Bursera simaruba;Manilkara zapota	SSU	Illumina
1593	Vasar_2021_1HW	WANDA/AML2	-87.1933	21.21	North America	soil	30574	forest	25.7	1176	6.75	2010	NA_	SSU	Illumina
1594	Wall_2020_1HX	WANDA/AML2	-155.326	19.8215	North America	soil	8994	forest	13	2862	4.6	2017	Coprosma rhynchocarpa	SSU	Illumina
1595	Vasar_2017_1DO	NS31/AML2	27.32	58.28	Europe	root	127046	forest	5.8	628	NA_	2009	Convallaria majalis	SSU	Illumina
1596	Rasmussen_2018_C8E6	NS31/AML2	20.2686	60.1406	Europe	root	62908	grassland	6.2	548	5.1	2015	Plantago lanceolata	SSU	Illumina
1597	Jiang_2020_1BX	AMV4.5NF/AMDGR	109.409	18.3314	Asia	rhizosphere soil	119934	cropland	24.8	1672	5.84	2018	Mangifera indica	SSU	Illumina
1598	Vasar_2021_1HW	WANDA/AML2	-52.2092	4.55333	South America	soil	11205	forest	24.5	4062	3.32	2013	NA_	SSU	Illumina
1599	Boeraeve_2019_1AK	AMV4.5NF/AMDGR	4.99069	50.8869	Europe	root	11892	forest	10.4	739	5.626	2017	Stachys sylvatica	SSU	Illumina
1600	Davison_2015_1GM	NS31/AML2	-71.4225	-52.055	South America	root	2277	grassland	6.3	344	5.3	2012	Azorella trifurcata	SSU	454Roche
1601	LopezGarcia_2020_1HO	NS31/AML2	3.01889	39.8349	Europe	soil	90493	cropland	17.3	754	8.3	2018	Vitis vinifera	SSU	Illumina
1602	Rasmussen_2018_C8E6	NS31/AML2	19.7889	60.3651	Europe	root	57707	grassland	6.2	549	6.8	2015	Plantago lanceolata	SSU	Illumina
1603	Goldmann_2020_1BF	GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B	9.46007	48.4587	Europe	soil	2341	grassland	7.7	890	6.79	2011	Plantago lanceolata;Festuca rubra;Helictotrichon pubescens	SSU	454Roche
1604	Xiang_2014_BD5B	AML1/AML2 then NS31/AM1	105.911	36.4494	Asia	soil	12232	cropland	7.5	388	8.82	2010	Zea mays	SSU	454Roche
1605	Vasar_2021_1HW	WANDA/AML2	49.3017	33.1511	Asia	soil	9626	forest	12.6	522	4.64	2017	NA_	SSU	Illumina
1606	Song_2015_DF6A	AMV4.5NF/AMDGR	115.654	24.9018	Asia	root	13552	cropland	20	1749	4.7	2012	Poncirus trifoliata;Citrus reticulata	SSU	454Roche
1607	Badi_2019_1AC	AMV4.5NF/AMDGR	32.7611	13.101	Africa	root	24749	cropland	28.7	333	8.17	2015	Sorghum bicolor	SSU	IonTorrent
1608	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.1947	-26.0035	Africa	root	43094	grassland	16	757	4.69	2017	Eragostis tef	SSU	Illumina
1609	Macek_2019_1FI	NS31/AM1	8.68417	50.5333	Europe	root	87125	grassland	9.7	676	5.7	2013	Geranium pratense;Arrhenatherum elatius;Galium mollugo;Trisetum flavescens	SSU	Illumina
1610	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.99079	50.8872	Europe	root	61848	forest	10.4	739	5.294	2018	Alnus glutinosa	SSU	Illumina
1611	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	48642	grassland	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1612	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	37895	forest	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1613	Sandoz_2020_1CV	AMV4.5NF/AMDGR	7.48475	46.1963	Europe	root	33500	grassland	-0.9	1041	5.98	2015	Botrychium lunaria	SSU	Illumina
1614	Van-Geel_2015_2D2A	AMV4.5NF/AMDGR	5.14	50.73	Europe	root	4443	cropland	10.1	801	6.9	2012	Malus domestica	SSU	454Roche
1615	Rasmussen_2018_C8E6	NS31/AML2	20.2753	60.1304	Europe	root	62811	grassland	6.2	555	5.2	2015	Plantago lanceolata	SSU	Illumina
1616	Davison_2015_1GM	NS31/AML2	142.15	-37.3333	Australia	root	394	grassland	13.5	643	5	2010	Leptorhynchos squamatus	SSU	454Roche
1617	Ezeokoli_2020_1AW	AML1/AML2 then AMV4.5NF/AMDGR	29.1856	-25.9984	Africa	root	58048	grassland	16	778	4.39	2017	Eragostis tef	SSU	Illumina
1618	Boeraeve_2019_1AJ	AMV4.5NF/AMDGR	4.98632	50.8714	Europe	root	92816	forest	10.5	734	5.18	2018	Alnus glutinosa	SSU	Illumina
1619	Sheng_2019_1DA	NS1/NS4 then AMV4.5NF/AMDGR	119.45	42.46	Asia	root	83994	forest	8	333	8.4	2015	Robinia pseudoacacia	SSU	Illumina
1620	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	12953	tundra	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1621	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	15059	tundra	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1622	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	5046	grassland	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1623	Egan_2017_D213	NS31/AM1	-113.35	48.4667	North America	soil	1171	tundra	1.6	874	NA_	NA_	Festuca scabrella;Festuca idahoensis;Pseudoroegneria spicata;Lupinus sericeus;Achillea millefolium;Dasiphora fruticosa;Abies lasiocarpa;Picea engelmannii	SSU	454Roche
1624	Lekberg_2018_1FB	WANDA/AML2	-114.129	46.3219	North America	root	11831	grassland	8.7	295	NA_	2016	Asclepias speciosa	SSU	Illumina
1625	Rasmussen_2018_C8E6	NS31/AML2	19.8006	60.3346	Europe	root	73546	grassland	6.1	563	4.5	2015	Plantago lanceolata	SSU	Illumina
1626	Davison_2015_1GM	NS31/AML2	-71.4211	-52.058	South America	root	3515	grassland	6.3	344	5.5	2012	Taraxacum officinale	SSU	454Roche
1627	Vasar_2021_1HW	WANDA/AML2	35.355	-3.07528	Africa	soil	27689	woodland	20.5	818	6.44	2018	NA_	SSU	Illumina
