paper_id	Date	Title	Authors	Journal	Year	DOI
Ramos_2024	31.12.2024	Uncovering Diversity within the Glomeromycota: Novel Clades, Family Distributions, and Land Use Sensitivity Delavaux, Camille S., Alexis Aellen, Sidney L. Stürmer, Silmar Primieri, Ursel M. E. Schütte, Devin M. Drown, Robert J. Ramos, Thomas W. Crowther, James D. Bever Ecology and Evolution	2025  doi/10.1002/ece3.70597
