id,paper_id,primers,longitude,latitude,continent,sample_type,Biome,marker_size,MAT,MAP,pH,year_of_sampling,plants_dominant,target_gene,sequencing_platform,Sample,Spring/Fall,Original_Sample_ID,Original,Sample,ID,sitePlot,Plot_Loc,Plot_Loc_Rep,Country,State,Site,Remnant,LUH,Depth_cm,SiteLat,SiteLong,CoordLat,CoordLong
MAPS_FA18_KNZ_P02_S030,Ramos_2024,LROR/FLR2,-96.604134,39.103346,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_139_S139_L001,Fall,KNZ_P02_S030,KNZ,P02,S030,KNZ_P02,KNZ_P,2,US,KS,KNZ,No,P,30,39.106,-96.61,39.103346,-96.604134
MAPS_FA18_KNZ_P02_S075,Ramos_2024,LROR/FLR2,-96.604134,39.103346,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_159_S159_L001,Fall,KNZ_P02_S075,KNZ,P02,S075,KNZ_P02,KNZ_P,2,US,KS,KNZ,No,P,75,39.106,-96.61,39.103346,-96.604134
MAPS_FA18_KNZ_P02_S120,Ramos_2024,LROR/FLR2,-96.604134,39.103346,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_143_S143_L001,Fall,KNZ_P02_S120,KNZ,P02,S120,KNZ_P02,KNZ_P,2,US,KS,KNZ,No,P,120,39.106,-96.61,39.103346,-96.604134
MAPS_FA18_KNZ_P03_S005,Ramos_2024,LROR/FLR2,-96.604235,39.103123,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_164_S164_L001,Fall,KNZ_P03_S005,KNZ,P03,S005,KNZ_P03,KNZ_P,3,US,KS,KNZ,No,P,5,39.106,-96.61,39.103123,-96.604235
MAPS_FA18_KNZ_P03_S015,Ramos_2024,LROR/FLR2,-96.604235,39.103123,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_163_S163_L001,Fall,KNZ_P03_S015,KNZ,P03,S015,KNZ_P03,KNZ_P,3,US,KS,KNZ,No,P,15,39.106,-96.61,39.103123,-96.604235
MAPS_FA18_KNZ_P03_S030,Ramos_2024,LROR/FLR2,-96.604235,39.103123,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_150_S150_L001,Fall,KNZ_P03_S030,KNZ,P03,S030,KNZ_P03,KNZ_P,3,US,KS,KNZ,No,P,30,39.106,-96.61,39.103123,-96.604235
MAPS_FA18_KNZ_P03_S075,Ramos_2024,LROR/FLR2,-96.604235,39.103123,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_146_S146_L001,Fall,KNZ_P03_S075,KNZ,P03,S075,KNZ_P03,KNZ_P,3,US,KS,KNZ,No,P,75,39.106,-96.61,39.103123,-96.604235
MAPS_FA18_KNZ_P03_S120,Ramos_2024,LROR/FLR2,-96.604235,39.103123,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_147_S147_L001,Fall,KNZ_P03_S120,KNZ,P03,S120,KNZ_P03,KNZ_P,3,US,KS,KNZ,No,P,120,39.106,-96.61,39.103123,-96.604235
MAPS_FA18_KNZ_P04_S005,Ramos_2024,LROR/FLR2,-96.604523,39.103202,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_161_S161_L001,Fall,KNZ_P04_S005,KNZ,P04,S005,KNZ_P04,KNZ_P,4,US,KS,KNZ,No,P,5,39.106,-96.61,39.103202,-96.604523
MAPS_FA18_KNZ_P04_S015,Ramos_2024,LROR/FLR2,-96.604523,39.103202,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_160_S160_L001,Fall,KNZ_P04_S015,KNZ,P04,S015,KNZ_P04,KNZ_P,4,US,KS,KNZ,No,P,15,39.106,-96.61,39.103202,-96.604523
MAPS_FA18_KNZ_P04_S030,Ramos_2024,LROR/FLR2,-96.604523,39.103202,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_162_S162_L001,Fall,KNZ_P04_S030,KNZ,P04,S030,KNZ_P04,KNZ_P,4,US,KS,KNZ,No,P,30,39.106,-96.61,39.103202,-96.604523
MAPS_FA18_KNZ_P04_S075,Ramos_2024,LROR/FLR2,-96.604523,39.103202,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_148_S148_L001,Fall,KNZ_P04_S075,KNZ,P04,S075,KNZ_P04,KNZ_P,4,US,KS,KNZ,No,P,75,39.106,-96.61,39.103202,-96.604523
MAPS_FA18_KNZ_P04_S120,Ramos_2024,LROR/FLR2,-96.604523,39.103202,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Fall18_AMF_149_S149_L001,Fall,KNZ_P04_S120,KNZ,P04,S120,KNZ_P04,KNZ_P,4,US,KS,KNZ,No,P,120,39.106,-96.61,39.103202,-96.604523
MAPS_SP18_EKS_A01_S005,Ramos_2024,LROR/FLR2,-95.248295,38.538676,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_131_S131_L001,Spr,EKS_A01_S005,EKS,A01,S005,EKS_A01,EKS_A,1,US,KS,EKS,No,A,5,38.181,-95.273,38.538676,-95.248295
MAPS_SP18_EKS_A01_S015,Ramos_2024,LROR/FLR2,-95.248295,38.538676,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_123_S123_L001,Spr,EKS_A01_S015,EKS,A01,S015,EKS_A01,EKS_A,1,US,KS,EKS,No,A,15,38.181,-95.273,38.538676,-95.248295
MAPS_SP18_EKS_A01_S030,Ramos_2024,LROR/FLR2,-95.248295,38.538676,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_122_S122_L001,Spr,EKS_A01_S030,EKS,A01,S030,EKS_A01,EKS_A,1,US,KS,EKS,No,A,30,38.181,-95.273,38.538676,-95.248295
MAPS_SP18_EKS_A01_S075,Ramos_2024,LROR/FLR2,-95.248295,38.538676,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_173_S173_L001,Spr,EKS_A01_S075,EKS,A01,S075,EKS_A01,EKS_A,1,US,KS,EKS,No,A,75,38.181,-95.273,38.538676,-95.248295
MAPS_SP18_EKS_A01_S120,Ramos_2024,LROR/FLR2,-95.248295,38.538676,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_45_S45_L001,Spr,EKS_A01_S120,EKS,A01,S120,EKS_A01,EKS_A,1,US,KS,EKS,No,A,120,38.181,-95.273,38.538676,-95.248295
MAPS_SP18_EKS_A02_S015,Ramos_2024,LROR/FLR2,-95.247927,38.538674,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_128_S128_L001,Spr,EKS_A02_S015,EKS,A02,S015,EKS_A02,EKS_A,2,US,KS,EKS,No,A,15,38.181,-95.273,38.538674,-95.247927
MAPS_SP18_EKS_A02_S030,Ramos_2024,LROR/FLR2,-95.247927,38.538674,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_121_S121_L001,Spr,EKS_A02_S030,EKS,A02,S030,EKS_A02,EKS_A,2,US,KS,EKS,No,A,30,38.181,-95.273,38.538674,-95.247927
MAPS_SP18_EKS_A02_S075,Ramos_2024,LROR/FLR2,-95.247927,38.538674,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_25_S25_L001,Spr,EKS_A02_S075,EKS,A02,S075,EKS_A02,EKS_A,2,US,KS,EKS,No,A,75,38.181,-95.273,38.538674,-95.247927
MAPS_SP18_EKS_A02_S120,Ramos_2024,LROR/FLR2,-95.247927,38.538674,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_11_S11_L001,Spr,EKS_A02_S120,EKS,A02,S120,EKS_A02,EKS_A,2,US,KS,EKS,No,A,120,38.181,-95.273,38.538674,-95.247927
MAPS_SP18_EKS_A03_S005,Ramos_2024,LROR/FLR2,-95.247549,38.538672,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_127_S127_L001,Spr,EKS_A03_S005,EKS,A03,S005,EKS_A03,EKS_A,3,US,KS,EKS,No,A,5,38.181,-95.273,38.538672,-95.247549
MAPS_SP18_EKS_A03_S015,Ramos_2024,LROR/FLR2,-95.247549,38.538672,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_125_S125_L001,Spr,EKS_A03_S015,EKS,A03,S015,EKS_A03,EKS_A,3,US,KS,EKS,No,A,15,38.181,-95.273,38.538672,-95.247549
MAPS_SP18_EKS_A03_S030,Ramos_2024,LROR/FLR2,-95.247549,38.538672,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_119_S119_L001,Spr,EKS_A03_S030,EKS,A03,S030,EKS_A03,EKS_A,3,US,KS,EKS,No,A,30,38.181,-95.273,38.538672,-95.247549
MAPS_SP18_EKS_A03_S120,Ramos_2024,LROR/FLR2,-95.247549,38.538672,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_46_S46_L001,Spr,EKS_A03_S120,EKS,A03,S120,EKS_A03,EKS_A,3,US,KS,EKS,No,A,120,38.181,-95.273,38.538672,-95.247549
MAPS_SP18_EKS_A04_S005,Ramos_2024,LROR/FLR2,-95.247167,38.538658,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_120_S120_L001,Spr,EKS_A04_S005,EKS,A04,S005,EKS_A04,EKS_A,4,US,KS,EKS,No,A,5,38.181,-95.273,38.538658,-95.247167
MAPS_SP18_EKS_A04_S015,Ramos_2024,LROR/FLR2,-95.247167,38.538658,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_124_S124_L001,Spr,EKS_A04_S015,EKS,A04,S015,EKS_A04,EKS_A,4,US,KS,EKS,No,A,15,38.181,-95.273,38.538658,-95.247167
MAPS_SP18_EKS_A04_S030,Ramos_2024,LROR/FLR2,-95.247167,38.538658,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_133_S133_L001,Spr,EKS_A04_S030,EKS,A04,S030,EKS_A04,EKS_A,4,US,KS,EKS,No,A,30,38.181,-95.273,38.538658,-95.247167
MAPS_SP18_EKS_A04_S075,Ramos_2024,LROR/FLR2,-95.247167,38.538658,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_26_S26_L001,Spr,EKS_A04_S075,EKS,A04,S075,EKS_A04,EKS_A,4,US,KS,EKS,No,A,75,38.181,-95.273,38.538658,-95.247167
MAPS_SP18_EKS_A04_S120,Ramos_2024,LROR/FLR2,-95.247167,38.538658,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_27_S27_L001,Spr,EKS_A04_S120,EKS,A04,S120,EKS_A04,EKS_A,4,US,KS,EKS,No,A,120,38.181,-95.273,38.538658,-95.247167
MAPS_SP18_EKS_N01_S005,Ramos_2024,LROR/FLR2,-95.272617,38.181233,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_1_S1_L001,Spr,EKS_N01_S005,EKS,N01,S005,EKS_N01,EKS_N,1,US,KS,EKS,Yes,N,5,38.181,-95.273,38.181233,-95.272617
MAPS_SP18_EKS_N01_S015,Ramos_2024,LROR/FLR2,-95.272617,38.181233,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_2_S2_L001,Spr,EKS_N01_S015,EKS,N01,S015,EKS_N01,EKS_N,1,US,KS,EKS,Yes,N,15,38.181,-95.273,38.181233,-95.272617
MAPS_SP18_EKS_N01_S030,Ramos_2024,LROR/FLR2,-95.272617,38.181233,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_3_S3_L001,Spr,EKS_N01_S030,EKS,N01,S030,EKS_N01,EKS_N,1,US,KS,EKS,Yes,N,30,38.181,-95.273,38.181233,-95.272617
MAPS_SP18_EKS_N01_S075,Ramos_2024,LROR/FLR2,-95.272617,38.181233,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_4_S4_L001,Spr,EKS_N01_S075,EKS,N01,S075,EKS_N01,EKS_N,1,US,KS,EKS,Yes,N,75,38.181,-95.273,38.181233,-95.272617
MAPS_SP18_EKS_N01_S120,Ramos_2024,LROR/FLR2,-95.272617,38.181233,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_5_S5_L001,Spr,EKS_N01_S120,EKS,N01,S120,EKS_N01,EKS_N,1,US,KS,EKS,Yes,N,120,38.181,-95.273,38.181233,-95.272617
MAPS_SP18_EKS_N02_S005,Ramos_2024,LROR/FLR2,-95.272367,38.18125,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_6_S6_L001,Spr,EKS_N02_S005,EKS,N02,S005,EKS_N02,EKS_N,2,US,KS,EKS,Yes,N,5,38.181,-95.273,38.18125,-95.272367
MAPS_SP18_EKS_N02_S015,Ramos_2024,LROR/FLR2,-95.272367,38.18125,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_7_S7_L001,Spr,EKS_N02_2015,EKS,N02,S015,EKS_N02,EKS_N,2,US,KS,EKS,Yes,N,15,38.181,-95.273,38.18125,-95.272367
MAPS_SP18_EKS_N02_S030,Ramos_2024,LROR/FLR2,-95.272367,38.18125,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_8_S8_L001,Spr,EKS_N02_S030,EKS,N02,S030,EKS_N02,EKS_N,2,US,KS,EKS,Yes,N,30,38.181,-95.273,38.18125,-95.272367
MAPS_SP18_EKS_N02_S075,Ramos_2024,LROR/FLR2,-95.272367,38.18125,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_9_S9_L001,Spr,EKS_N02_S075,EKS,N02,S075,EKS_N02,EKS_N,2,US,KS,EKS,Yes,N,75,38.181,-95.273,38.18125,-95.272367
MAPS_SP18_EKS_N02_S120,Ramos_2024,LROR/FLR2,-95.272367,38.18125,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_10_S10_L001,Spr,EKS_N02_S120,EKS,N02,S120,EKS_N02,EKS_N,2,US,KS,EKS,Yes,N,120,38.181,-95.273,38.18125,-95.272367
MAPS_SP18_EKS_N03_S005,Ramos_2024,LROR/FLR2,-95.27235,38.181017,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_130_S130_L001,Spr,EKS_N03_S005,EKS,N03,S005,EKS_N03,EKS_N,3,US,KS,EKS,Yes,N,5,38.181,-95.273,38.181017,-95.27235
MAPS_SP18_EKS_N03_S015,Ramos_2024,LROR/FLR2,-95.27235,38.181017,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_126_S126_L001,Spr,EKS_N03_S015,EKS,N03,S015,EKS_N03,EKS_N,3,US,KS,EKS,Yes,N,15,38.181,-95.273,38.181017,-95.27235
MAPS_SP18_EKS_N03_S030,Ramos_2024,LROR/FLR2,-95.27235,38.181017,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_134_S134_L001,Spr,EKS_N03_S030,EKS,N03,S030,EKS_N03,EKS_N,3,US,KS,EKS,Yes,N,30,38.181,-95.273,38.181017,-95.27235
MAPS_SP18_EKS_N03_S075,Ramos_2024,LROR/FLR2,-95.27235,38.181017,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_176_S176_L001,Spr,EKS_N03_S075,EKS,N03,S075,EKS_N03,EKS_N,3,US,KS,EKS,Yes,N,75,38.181,-95.273,38.181017,-95.27235
MAPS_SP18_EKS_N03_S120,Ramos_2024,LROR/FLR2,-95.27235,38.181017,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_24_S24_L001,Spr,EKS_NO3_S120,EKS,NO3,S120,EKS_N03,EKS_N,3,US,KS,EKS,Yes,N,120,38.181,-95.273,38.181017,-95.27235
MAPS_SP18_EKS_N04_S015,Ramos_2024,LROR/FLR2,-95.2726,38.181,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_135_S135_L001,Spr,EKS_N04_S015,EKS,N04,S015,EKS_N04,EKS_N,4,US,KS,EKS,Yes,N,15,38.181,-95.273,38.181,-95.2726
MAPS_SP18_EKS_N04_S030,Ramos_2024,LROR/FLR2,-95.2726,38.181,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_136_S136_L001,Spr,EKS_N04_S030,EKS,N04,S030,EKS_N04,EKS_N,4,US,KS,EKS,Yes,N,30,38.181,-95.273,38.181,-95.2726
MAPS_SP18_EKS_N04_S075,Ramos_2024,LROR/FLR2,-95.2726,38.181,North America,soil,grassland,,,,,2018,,LSU,Illumina,Spr18_AMF_177_S177_L001,Spr,EKS_N04_S075,EKS,N04,S075,EKS_N04,EKS_N,4,US,KS,EKS,Yes,N,75,38.181,-95.273,38.181,-95.2726
MAPS_SP18_EKS_P01_S005,Ramos_2024,LROR/FLR2,-95.2742,38.1812,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_28_S28_L001,Spr,EKS_P01_S005,EKS,P01,S005,EKS_P01,EKS_P,1,US,KS,EKS,No,P,5,38.181,-95.273,38.1812,-95.2742
MAPS_SP18_EKS_P01_S015,Ramos_2024,LROR/FLR2,-95.2742,38.1812,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_34_S34_L001,Spr,EKS_P01_S015,EKS,P01,S015,EKS_P01,EKS_P,1,US,KS,EKS,No,P,15,38.181,-95.273,38.1812,-95.2742
MAPS_SP18_EKS_P01_S030,Ramos_2024,LROR/FLR2,-95.2742,38.1812,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_38_S38_L001,Spr,EKS_P01_S030,EKS,P01,S030,EKS_P01,EKS_P,1,US,KS,EKS,No,P,30,38.181,-95.273,38.1812,-95.2742
MAPS_SP18_EKS_P01_S075,Ramos_2024,LROR/FLR2,-95.2742,38.1812,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_32_S32_L001,Spr,EKS_P01_S075,EKS,P01,S075,EKS_P01,EKS_P,1,US,KS,EKS,No,P,75,38.181,-95.273,38.1812,-95.2742
MAPS_SP18_EKS_P01_S120,Ramos_2024,LROR/FLR2,-95.2742,38.1812,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_42_S42_L001,Spr,EKS_P01_S120,EKS,P01,S120,EKS_P01,EKS_P,1,US,KS,EKS,No,P,120,38.181,-95.273,38.1812,-95.2742
MAPS_SP18_EKS_P02_S015,Ramos_2024,LROR/FLR2,-95.274167,38.1814,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_44_S44_L001,Spr,EKS_P02_S015,EKS,P02,S015,EKS_P02,EKS_P,2,US,KS,EKS,No,P,15,38.181,-95.273,38.1814,-95.274167
MAPS_SP18_EKS_P02_S030,Ramos_2024,LROR/FLR2,-95.274167,38.1814,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_30_S30_L001,Spr,EKS_P02_S030,EKS,P02,S030,EKS_P02,EKS_P,2,US,KS,EKS,No,P,30,38.181,-95.273,38.1814,-95.274167
MAPS_SP18_EKS_P02_S075,Ramos_2024,LROR/FLR2,-95.274167,38.1814,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_40_S40_L001,Spr,EKS_P02_S075,EKS,P02,S075,EKS_P02,EKS_P,2,US,KS,EKS,No,P,75,38.181,-95.273,38.1814,-95.274167
MAPS_SP18_EKS_P02_S120,Ramos_2024,LROR/FLR2,-95.274167,38.1814,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_29_S29_L001,Spr,EKS_PO2_S120,EKS,PO2,S120,EKS_P02,EKS_P,2,US,KS,EKS,No,P,120,38.181,-95.273,38.1814,-95.274167
MAPS_SP18_EKS_P03_S005,Ramos_2024,LROR/FLR2,-95.273917,38.181433,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_41_S41_L001,Spr,EKS_P03_S005,EKS,P03,S005,EKS_P03,EKS_P,3,US,KS,EKS,No,P,5,38.181,-95.273,38.181433,-95.273917
MAPS_SP18_EKS_P03_S015,Ramos_2024,LROR/FLR2,-95.273917,38.181433,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_35_S35_L001,Spr,EKS_P03_S015,EKS,P03,S015,EKS_P03,EKS_P,3,US,KS,EKS,No,P,15,38.181,-95.273,38.181433,-95.273917
MAPS_SP18_EKS_P03_S030,Ramos_2024,LROR/FLR2,-95.273917,38.181433,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_36_S36_L001,Spr,EKS_P03_S030,EKS,P03,S030,EKS_P03,EKS_P,3,US,KS,EKS,No,P,30,38.181,-95.273,38.181433,-95.273917
MAPS_SP18_EKS_P03_S075,Ramos_2024,LROR/FLR2,-95.273917,38.181433,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_23_S23_L001,Spr,EKS_P03_SO75,EKS,P03,S075,EKS_P03,EKS_P,3,US,KS,EKS,No,P,75,38.181,-95.273,38.181433,-95.273917
MAPS_SP18_EKS_P03_S120,Ramos_2024,LROR/FLR2,-95.273917,38.181433,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_21_S21_L001,Spr,EKS_P03_S120,EKS,P03,S120,EKS_P03,EKS_P,3,US,KS,EKS,No,P,120,38.181,-95.273,38.181433,-95.273917
MAPS_SP18_EKS_P04_S005,Ramos_2024,LROR/FLR2,-95.273917,38.181233,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_43_S43_L001,Spr,EKS_P04_S005,EKS,P04,S005,EKS_P04,EKS_P,4,US,KS,EKS,No,P,5,38.181,-95.273,38.181233,-95.273917
MAPS_SP18_EKS_P04_S015,Ramos_2024,LROR/FLR2,-95.273917,38.181233,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_22_S22_L001,Spr,EKS_P04_S015,EKS,P04,S015,EKS_P04,EKS_P,4,US,KS,EKS,No,P,15,38.181,-95.273,38.181233,-95.273917
MAPS_SP18_EKS_P04_S030,Ramos_2024,LROR/FLR2,-95.273917,38.181233,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_37_S37_L001,Spr,EKS_P04_S030,EKS,P04,S030,EKS_P04,EKS_P,4,US,KS,EKS,No,P,30,38.181,-95.273,38.181233,-95.273917
MAPS_SP18_EKS_P04_S075,Ramos_2024,LROR/FLR2,-95.273917,38.181233,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_33_S33_L001,Spr,EKS_P04_S075,EKS,P04,S075,EKS_P04,EKS_P,4,US,KS,EKS,No,P,75,38.181,-95.273,38.181233,-95.273917
MAPS_SP18_EKS_P04_S120,Ramos_2024,LROR/FLR2,-95.273917,38.181233,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_39_S39_L001,Spr,EKS_P04_S120,EKS,P04,S120,EKS_P04,EKS_P,4,US,KS,EKS,No,P,120,38.181,-95.273,38.181233,-95.273917
MAPS_SP18_HAY_A01_S005,Ramos_2024,LROR/FLR2,-99.314623,38.842726,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_60_S60_L001,Spr,HAY_A01_S005,HAY,A01,S005,HAY_A01,HAY_A,1,US,KS,HAY,No,A,5,38.844,-99.317,38.842726,-99.314623
MAPS_SP18_HAY_A01_S015,Ramos_2024,LROR/FLR2,-99.314623,38.842726,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_52_S52_L001,Spr,HAY_A01_S015,HAY,A01,S015,HAY_A01,HAY_A,1,US,KS,HAY,No,A,15,38.844,-99.317,38.842726,-99.314623
MAPS_SP18_HAY_A01_S030,Ramos_2024,LROR/FLR2,-99.314623,38.842726,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_96_S96_L001,Spr,HAY_A01_S030,HAY,A01,S030,HAY_A01,HAY_A,1,US,KS,HAY,No,A,30,38.844,-99.317,38.842726,-99.314623
MAPS_SP18_HAY_A01_S075,Ramos_2024,LROR/FLR2,-99.314623,38.842726,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_64_S64_L001,Spr,HAY_A01_S075,HAY,A01,S075,HAY_A01,HAY_A,1,US,KS,HAY,No,A,75,38.844,-99.317,38.842726,-99.314623
MAPS_SP18_HAY_A02_S005,Ramos_2024,LROR/FLR2,-99.314623,38.842887,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_86_S86_L001,Spr,HAY_A02_S005,HAY,A02,S005,HAY_A02,HAY_A,2,US,KS,HAY,No,A,5,38.844,-99.317,38.842887,-99.314623
MAPS_SP18_HAY_A02_S015,Ramos_2024,LROR/FLR2,-99.314623,38.842887,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_90_S90_L001,Spr,HAY_A02_S015,HAY,A02,S015,HAY_A02,HAY_A,2,US,KS,HAY,No,A,15,38.844,-99.317,38.842887,-99.314623
MAPS_SP18_HAY_A02_S030,Ramos_2024,LROR/FLR2,-99.314623,38.842887,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_47_S47_L001,Spr,HAY_A02_S030,HAY,A02,S030,HAY_A02,HAY_A,2,US,KS,HAY,No,A,30,38.844,-99.317,38.842887,-99.314623
MAPS_SP18_HAY_A02_S075,Ramos_2024,LROR/FLR2,-99.314623,38.842887,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_68_S68_L001,Spr,HAY_A02_S075,HAY,A02,S075,HAY_A02,HAY_A,2,US,KS,HAY,No,A,75,38.844,-99.317,38.842887,-99.314623
MAPS_SP18_HAY_A02_S150,Ramos_2024,LROR/FLR2,-99.314623,38.842887,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_62_S62_L001,Spr,HAY_A02_S150,HAY,A02,S150,HAY_A02,HAY_A,2,US,KS,HAY,No,A,150,38.844,-99.317,38.842887,-99.314623
MAPS_SP18_HAY_A03_S005,Ramos_2024,LROR/FLR2,-99.31454,38.842886,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_97_S97_L001,Spr,HAY_A03_S005,HAY,A03,S005,HAY_A03,HAY_A,3,US,KS,HAY,No,A,5,38.844,-99.317,38.842886,-99.31454
MAPS_SP18_HAY_A03_S015,Ramos_2024,LROR/FLR2,-99.31454,38.842886,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_55_S55_L001,Spr,HAY_A03_S015,HAY,A03,S015,HAY_A03,HAY_A,3,US,KS,HAY,No,A,15,38.844,-99.317,38.842886,-99.31454
MAPS_SP18_HAY_A03_S030,Ramos_2024,LROR/FLR2,-99.31454,38.842886,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_18_S18_L001,Spr,HAY_A03_S030,HAY,A03,S030,HAY_A03,HAY_A,3,US,KS,HAY,No,A,30,38.844,-99.317,38.842886,-99.31454
MAPS_SP18_HAY_A03_S075,Ramos_2024,LROR/FLR2,-99.31454,38.842886,North America,soil,anthropogenic,,,,,2018,,LSU,Illumina,Spr18_AMF_56_S56_L001,Spr,HAY_A03_S075,HAY,A03,S075,HAY_A03,HAY_A,3,US,KS,HAY,No,A,75,38.844,-99.317,38.842886,-99.31454
