taxa_id	marker	Kingdom	Phylum	Class	Order	Family	Genus	Species
SH1003559.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003562.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003563.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora colossica
SH1003564.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus microcarpum
SH1003566.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003570.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003577.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus sp.
SH1003578.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003580.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora koskei
SH1003583.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1003586.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1003587.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1003588.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1008072.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1008079.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1008090.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1012514.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1020407.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1020424.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1020427.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1020430.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1020431.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1020435.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1020437.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1020440.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora koskei
SH1020449.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1021143.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1021754.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1021764.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1027653.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora sp.
SH1027964.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1027977.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora gerdemannii
SH1027984.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1028005.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1028020.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1028032.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030504.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030511.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030512.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1030513.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030514.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030516.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1030520.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030521.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030523.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1030526.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030531.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1030539.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1030540.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030542.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1030546.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030549.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030924.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030926.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030954.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1030957.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus mediterraneum
SH1030967.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030974.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030990.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030992.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1030994.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1030995.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1031009.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1031022.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1031027.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH1035524.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1035530.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1035558.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus sp.
SH1037021.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037033.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037039.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037042.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037044.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037048.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus intraradices
SH1037049.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus sp.
SH1037050.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus sp.
SH1037074.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1037081.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1037094.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1042472.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1042474.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1042476.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1042484.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1056463.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1078930.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1078932.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1078937.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora epigaea
SH1078947.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Pacisporaceae	Pacispora	Pacispora scintillans
SH1078948.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1080296.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1080297.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1080302.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1085646.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1085658.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1085675.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1085677.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1085684.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1089899.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1089904.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
SH1089911.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1089930.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1089936.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1089947.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1102852.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1102854.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1103625.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH1106633.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1106675.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Cetraspora	Cetraspora gilmorei
SH1120213.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1120216.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1129524.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1134295.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1134343.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1145873.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1145875.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1145876.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1163885.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1185357.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1185360.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus fasciculatus
SH1231467.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
SH1248641.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1264551.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1274840.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274844.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274846.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1274848.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1274851.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274856.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus sp.
SH1274861.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus sp.
SH1274876.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274877.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274884.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
SH1274885.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH1274886.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus sp.
SH1274889.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1274920.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274925.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274932.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274939.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274940.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274950.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum
SH1274954.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH1274959.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH1274973.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora sp.
SH1274977.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274980.09FU	ITS2	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Pervetustaceae	Pervetustus	Pervetustus sp.
SH1274982.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274989.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1274992.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274994.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274998.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1274999.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1275016.09FU	ITS2	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora callosa
SH1275018.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275022.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1275023.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1275024.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275028.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1275029.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275037.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis sp.
SH1275038.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum
SH1275043.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275048.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275051.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1275056.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus sp.
SH1275058.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1288133.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH1288134.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1288137.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia sp.
SH1288139.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1288143.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1288144.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia litorea
SH1288162.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1288164.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1288174.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1292499.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1292501.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1292502.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1292503.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1292507.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1292508.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1292509.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1292515.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1292517.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1292528.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1292530.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia sp.
SH1309977.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1309978.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1309979.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1309984.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia sp.
SH1309986.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus sp.
SH1309987.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1309997.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310000.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310005.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310007.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310012.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310015.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus sp.
SH1310022.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
SH1310024.09FU	ITS2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unclassified_Glomeraceae	Glomeraceae sp.
